City,Population,Violent crime,Murder and Non-Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Carlinville,"5,498",23,0,6,0,17,195,16,170,9,1
Carlyle,"3,168",7,0,1,1,5,53,2,51,0,0
Carol Stream,"39,599",29,0,7,4,18,412,40,342,30,1
Carpentersville,"37,744",21,0,6,10,5,380,25,343,12,1
Carrollton,"2,404",10,0,4,0,6,32,7,23,2,0
Carthage,"2,448",1,0,0,0,1,20,5,15,0,0
Cary,"17,728",8,0,2,0,6,138,7,130,1,0
Casey,"2,618",8,0,2,0,6,38,6,32,0,0
Caseyville,"4,088",23,0,6,1,16,68,14,42,12,0
Catlin,"1,941",1,0,0,0,1,16,11,5,0,0
Centralia,"12,288",181,2,34,22,123,570,144,388,38,8
Centreville,"4,922",38,1,3,16,18,236,55,128,53,9
Champaign,"88,891",827,2,73,94,658,"2,203",300,"1,777",126,5
Channahon,"13,146",7,0,2,1,4,79,8,65,6,0
Charleston,"19,987",31,0,3,2,26,84,23,61,0,3
Chatham,"12,809",6,0,2,0,4,90,12,69,9,0
Chenoa,"3,143",2,0,0,0,2,11,1,8,2,0
Cherry Valley,"2,877",15,0,3,1,11,170,12,153,5,0
Chester,"8,224",10,0,2,0,8,22,4,18,0,0
Chicago,"2,707,064","25,532",492,"1,761","7,983","15,296","80,742","9,578","62,083","9,081",416
Chicago Heights,"29,471",228,2,29,78,119,576,220,274,82,1
Chicago Ridge,"14,017",17,0,4,6,7,346,31,302,13,5
Chillicothe,"6,071",25,0,5,0,20,43,23,18,2,0
Christopher,"2,716",3,0,0,0,3,26,9,17,0,0
Cicero,"81,270",258,3,47,85,123,"1,579",283,"1,175",121,18
Clarendon Hills,"8,829",5,0,0,0,5,44,6,34,4,0
Clinton,"6,869",12,0,8,4,0,193,74,114,5,0
Coal City,"5,340",4,0,2,1,1,29,5,24,0,0
Coal Valley,"3,760",5,0,0,1,4,60,7,52,1,0
Colchester,"1,287",1,0,1,0,0,7,0,7,0,0
Colfax,"1,017",1,0,0,0,1,7,4,3,0,0
Collinsville,"24,496",64,0,12,7,45,493,68,388,37,1
Colona,"5,122",13,1,1,0,11,61,10,51,0,0
Columbia,"10,491",17,0,1,1,15,62,23,36,3,0
Cortland,"4,369",2,0,0,0,2,43,1,41,1,0
Country Club Hills,"16,491",44,0,8,15,21,553,31,471,51,1
Countryside,"5,957",9,0,2,5,2,181,14,163,4,0
Cowden,576,0,0,0,0,0,4,0,3,1,0
Crest Hill,"20,534",55,2,12,11,30,220,25,166,29,1
Crete,"8,096",19,0,2,5,12,146,28,108,10,1
Crystal Lake,"39,944",45,1,11,9,24,491,25,459,7,0
Dallas City,870,2,0,1,0,1,9,7,2,0,0
Dana,152,0,0,0,0,0,1,1,0,0,0
Danvers,"1,107",1,0,0,0,1,1,0,1,0,0
Danville,"30,642",536,7,50,65,414,"1,370",341,957,72,9
Darien,"21,935",11,0,5,3,3,219,40,166,13,0
Decatur,"70,710",375,11,52,65,247,"1,954",442,"1,339",173,32
Deer Creek,661,1,0,1,0,0,4,0,2,2,0
Deerfield,"18,848",7,0,0,0,7,131,13,102,16,0
DeKalb,"42,428",245,1,41,33,170,"1,284",162,"1,081",41,12
Delavan,"1,605",2,0,0,0,2,37,10,27,0,2
De Soto,"1,510",5,0,0,0,5,9,4,5,0,0
Des Plaines,"59,023",56,2,11,13,30,650,66,550,34,12
Diamond,"2,527",0,0,0,0,0,0,0,0,0,0
Divernon,"1,112",0,0,0,0,0,0,0,0,0,0
Dixon,"15,096",37,1,25,2,9,278,27,244,7,0
Downers Grove,"49,444",46,0,10,10,26,732,46,666,20,2
Dupo,"3,810",7,0,0,1,6,77,11,57,9,3
Du Quoin,"5,705",14,0,0,4,10,27,4,16,7,1
Durand,"1,392",1,0,1,0,0,5,1,4,0,0
Dwight,"3,962",4,0,2,1,1,40,3,37,0,0
Earlville,"1,588",1,0,1,0,0,24,4,17,3,0
East Alton,"5,995",24,0,8,10,6,137,23,103,11,0
East Dubuque,"1,571",6,0,0,0,6,38,7,24,7,0
East Dundee,"3,236",2,0,0,1,1,38,13,21,4,0
East Hazel Crest,"1,507",2,0,0,2,0,53,14,38,1,0
East Peoria,"22,454",70,0,10,4,56,409,43,357,9,2
East St. Louis,"26,277",268,36,27,32,173,415,169,139,107,7
Edinburg,"1,012",3,0,2,0,1,16,1,15,0,0
Edwardsville,"25,047",16,3,0,0,13,193,15,169,9,0
Effingham,"12,662",69,0,13,1,55,324,31,285,8,6
Elburn,"5,967",1,0,0,1,0,20,1,14,5,0
Eldorado,"3,941",7,0,0,0,7,103,36,61,6,1
Elgin,"112,112",223,1,42,68,112,"1,429",177,"1,195",57,3
Elizabeth,721,0,0,0,0,0,2,0,1,1,0
Elk Grove Village,"32,371",30,0,6,6,18,452,47,363,42,0
Elmhurst,"46,857",35,0,12,11,12,478,71,391,16,3
Elmwood,"2,021",2,0,1,0,1,7,0,7,0,0
Elmwood Park,"24,185",65,0,0,12,53,268,46,210,12,1
El Paso,"2,726",30,0,9,0,21,39,11,27,1,0
Elwood,"2,257",3,0,2,0,1,24,4,19,1,0
Energy,"1,126",0,0,0,0,0,22,5,16,1,0
Erie,"1,506",0,0,0,0,0,4,1,3,0,0
Essex,759,0,0,0,0,0,0,0,0,0,0
Eureka,"5,276",25,0,9,0,16,40,6,30,4,1
Evanston,"74,047",115,1,7,42,65,"1,937",292,"1,575",70,0
Evergreen Park,"19,260",62,1,19,10,32,842,32,802,8,0
Fairbury,"3,602",7,0,0,0,7,13,5,8,0,0
Fairfield,"4,961",8,0,2,2,4,126,39,85,2,0
Fairmont City,"2,452",0,0,0,0,0,25,11,11,3,0
Fairmount,602,0,0,0,0,0,0,0,0,0,0
Fairview Heights3,"16,368",41,0,8,8,25,591,45,516,30,
Farmington,"2,236",12,0,4,0,8,41,17,21,3,0
Findlay,639,1,0,1,0,0,3,0,0,3,0
Fisher,"1,966",0,0,0,0,0,20,4,16,0,0
Fithian,455,0,0,0,0,0,2,2,0,0,0
Flora,"4,860",6,0,0,2,4,73,3,65,5,0
Flossmoor,"9,211",14,0,3,6,5,213,10,191,12,0
Forest City,227,0,0,0,0,0,2,0,2,0,0
Forest Park,"13,761",60,1,9,23,27,571,66,466,39,0
Forest View,675,4,0,0,0,4,30,2,21,7,0
Fox Lake,"10,457",20,0,9,1,10,259,29,218,12,1
Fox River Grove,"4,610",2,0,2,0,0,48,2,43,3,1
Frankfort,"19,352",16,0,3,4,9,212,22,168,22,0
Franklin Park,"17,745",41,0,5,4,32,183,50,119,14,1
Freeburg,"4,240",3,0,0,1,2,24,5,18,1,0
Freeport,"23,721",50,2,10,17,21,498,94,401,3,2
Fulton,"3,330",5,0,0,0,5,60,10,40,10,0
Galena,"3,155",6,0,2,0,4,119,6,112,1,0
Galesburg,"30,220",138,0,35,13,90,"1,249",234,979,36,1
Geneva,"21,905",16,0,1,2,13,145,15,128,2,2
Genoa,"5,211",8,0,3,0,5,49,3,43,3,0
Georgetown,"3,205",19,0,6,1,12,23,6,14,3,0
Germantown,"1,279",0,0,0,0,0,28,5,20,3,1
Gibson City,"3,283",5,0,1,1,3,13,3,8,2,0
Gifford,"1,100",1,0,0,0,1,0,0,0,0,0
Gilberts,"8,259",1,0,0,0,1,35,5,26,4,0
Gillespie,"3,097",23,0,7,0,16,99,19,76,4,0
Gilman,"1,666",1,0,0,1,0,35,2,33,0,0
Glasford,961,0,0,0,0,0,2,2,0,0,0
Glen Carbon,"12,958",4,0,0,0,4,85,8,69,8,0
Glencoe,"8,887",2,0,0,0,2,64,11,41,12,0
Glendale Heights,"33,878",28,0,11,8,9,373,25,329,19,1
Glen Ellyn,"27,942",20,0,4,6,10,244,21,219,4,1
Glenview,"47,581",50,0,5,14,31,393,66,307,20,12
Glenwood,"8,767",15,1,0,7,7,98,18,51,29,1
Godley,756,2,0,2,0,0,4,0,4,0,0
Golf,496,0,0,0,0,0,2,0,2,0,0
Goodfield,998,1,0,0,0,1,23,0,23,0,0
Grafton,632,3,0,0,0,3,14,2,12,0,0
Grand Ridge,522,0,0,0,0,0,2,1,1,0,0
Granite City,"28,315",233,1,34,29,169,655,222,320,113,15
Grantfork,338,0,0,0,0,0,10,8,0,2,0
Grant Park,"1,233",1,0,0,1,0,4,0,4,0,0
Grayslake,"20,883",13,0,4,3,6,178,20,151,7,2
Grayville,"1,563",7,0,0,1,6,33,8,20,5,1
Greenfield,981,6,0,1,0,5,6,0,3,3,0
Greenup,"1,486",3,0,0,1,2,20,5,14,1,0
Greenville,"6,384",5,0,0,1,4,41,10,27,4,1
Gurnee,"30,493",40,0,15,11,14,994,63,904,27,0
Hainesville,"3,599",4,0,2,1,1,39,4,35,0,0
Hamel,813,3,0,1,1,1,5,0,4,1,0
Hampshire,"6,425",10,0,1,2,7,26,14,12,0,0
Hampton,"1,757",1,0,0,0,1,23,4,16,3,0
Hanover Park,"37,699",30,0,7,12,11,253,36,205,12,2
Harrisburg,"8,621",57,1,7,6,43,234,79,145,10,1
Hartford,"1,344",3,0,1,1,1,15,1,12,2,0
Harvard,"9,092",19,0,2,0,17,127,7,116,4,0
Harwood Heights,"8,388",33,0,4,16,13,105,9,89,7,1
Havana,"3,009",32,0,14,0,18,63,10,44,9,0
Hawthorn Woods,"8,651",2,0,0,2,0,16,2,14,0,0
Hazel Crest,"13,654",61,1,10,18,32,492,64,336,92,0
Henning,233,0,0,0,0,0,0,0,0,0,0
Herrin,"12,878",43,2,3,3,35,251,77,154,20,3
Herscher,"1,502",1,0,0,0,1,2,0,2,0,0
Hickory Hills,"13,806",21,0,11,6,4,193,24,162,7,0
Highland,"9,836",9,0,0,1,8,92,6,82,4,1
Highland Park,"29,602",29,0,6,3,20,206,47,142,17,0
Hillsboro,"5,972",14,1,4,0,9,98,23,72,3,2
Hillside,"7,932",29,0,4,7,18,201,26,161,14,0
Hinckley,"2,033",0,0,0,0,0,4,2,2,0,0
Hinsdale,"17,756",5,0,0,2,3,177,17,148,12,1
Hodgkins,"1,883",7,0,1,0,6,257,2,253,2,1
Hoffman Estates,"51,105",65,0,25,4,36,432,57,353,22,1
Homer,"1,165",0,0,0,0,0,2,0,2,0,0
Homer Glen,"24,623",6,0,0,2,4,124,15,98,11,0
Homewood,"18,831",35,1,10,8,16,806,36,727,43,1
Hoopeston,"5,046",37,0,11,2,24,167,55,108,4,2
Hopedale,821,0,0,0,0,0,6,2,4,0,0
Hudson,"1,816",0,0,0,0,0,6,1,5,0,0
Huntley,"27,849",4,0,0,1,3,127,10,112,5,0
Hurst,789,0,0,0,0,0,2,0,2,0,0
Ina3,"2,266",0,0,0,0,0,,0,5,,0
Indian Head Park,"3,742",1,1,0,0,0,30,3,27,0,0
Indianola,261,0,0,0,0,0,0,0,0,0,0
Inverness,"7,442",0,0,0,0,0,18,2,16,0,0
Island Lake,"8,071",7,0,1,2,4,39,1,37,1,0
Itasca,"10,032",8,0,3,0,5,109,16,91,2,0
Jacksonville,"18,667",77,1,13,7,56,568,95,471,2,1
Jerseyville,"8,208",33,0,14,14,5,146,24,116,6,0
Joliet,"148,155",751,18,53,99,581,"2,160",256,"1,736",168,47
Justice,"12,682",4,0,2,2,0,59,24,32,3,0
Kankakee,"25,872",236,4,29,53,150,873,156,675,42,6
Kansas,721,0,0,0,0,0,1,0,1,0,0
Kenilworth,"2,492",0,0,0,0,0,37,4,30,3,0
Kewanee,"12,338",55,0,12,3,40,484,47,431,6,1
Kildeer,"4,033",0,0,0,0,0,42,9,33,0,0
Kincaid,"1,376",5,0,0,0,5,21,4,16,1,0
Kingston,"1,159",0,0,0,0,0,1,0,1,0,0
Lacon,"1,727",3,0,0,0,3,4,1,3,0,0
Ladd,"1,199",0,0,0,0,0,6,1,5,0,0
La Grange,"15,424",10,0,0,4,6,162,20,139,3,1
La Grange Park,"13,260",6,0,0,1,5,81,12,68,1,0
La Harpe,"1,147",0,0,0,0,0,10,6,4,0,0
Lake Bluff,"5,606",1,0,0,0,1,54,3,48,3,0
Lake Forest,"19,564",8,0,1,2,5,123,17,99,7,1
Lake in the Hills,"28,811",19,0,12,1,6,105,16,88,1,2
Lakemoor,"6,008",1,0,0,0,1,34,3,31,0,0
Lake Villa,"8,625",5,0,0,0,5,41,3,36,2,0
Lakewood,"4,006",1,0,0,0,1,22,1,19,2,1
Lake Zurich,"20,060",8,0,4,1,3,248,15,231,2,3
Lanark,"1,319",1,0,1,0,0,6,2,4,0,0
Lansing,"27,570",104,2,9,59,34,"1,495",130,"1,259",106,4
La Salle,"8,997",5,1,0,1,3,104,10,90,4,0
Lebanon,"4,257",3,0,0,0,3,55,9,45,1,2
Lemont,"17,297",17,0,7,3,7,153,15,126,12,2
Lenzburg,487,0,0,0,0,0,5,0,4,1,0
Le Roy,"3,542",6,0,2,0,4,24,5,17,2,2
Lincoln,"13,584",44,0,7,2,35,240,29,198,13,0
Lincolnwood,"12,318",14,0,1,5,8,203,25,156,22,0
Lindenhurst,"14,296",5,0,4,0,1,42,2,39,1,0
Lisle,"23,506",9,0,4,1,4,149,26,116,7,1
Litchfield,"6,708",7,0,0,1,6,229,33,192,4,1
Loami,746,0,0,0,0,0,14,7,7,0,0
Lockport,"25,587",21,0,7,1,13,212,25,174,13,3
Lombard,"44,672",43,0,6,10,27,949,61,875,13,1
Loves Park,"23,265",74,0,20,9,45,400,55,293,52,3
Lovington,"1,044",4,0,1,0,3,9,4,5,0,1
Lyons,"10,436",16,1,3,6,6,99,8,83,8,2
Machesney Park,"22,594",56,2,11,2,41,418,52,350,16,0
Mackinaw,"1,901",3,0,0,0,3,43,22,20,1,0
Macomb,"17,353",59,0,10,4,45,252,42,204,6,2
Mahomet,"8,795",10,0,2,1,7,49,12,35,2,0
Manhattan,"8,121",1,0,0,0,1,42,5,35,2,0
Manteno,"8,965",30,0,10,2,18,136,11,118,7,0
Maple Park,"1,341",0,0,0,0,0,11,0,11,0,0
Marissa,"1,807",13,0,0,1,12,44,9,27,8,0
Marquette Heights,"2,644",0,0,0,0,0,7,0,6,1,0
Marseilles,"4,844",10,0,0,0,10,50,10,37,3,1
Marshall,"3,833",4,0,0,0,4,35,5,29,1,0
Martinsville,"1,097",0,0,0,0,0,20,0,20,0,0
Maryville,"8,033",10,0,1,0,9,62,7,50,5,0
Mascoutah,"8,091",2,0,0,0,2,48,4,40,4,0
Mason City,"2,133",9,0,2,0,7,24,11,12,1,0
Matteson,"19,517",253,2,18,19,214,546,48,424,74,2
Mattoon,"17,629",82,2,28,5,47,174,52,122,0,3
Maywood,"23,277",135,11,19,48,57,470,88,277,105,3
Mazon,972,1,0,1,0,0,4,1,3,0,0
McCook,220,2,0,1,0,1,12,2,10,0,0
McHenry,"27,020",40,0,8,0,32,229,14,210,5,0
McLean,797,1,0,0,0,1,7,0,5,2,0
McLeansboro,"2,760",4,0,1,0,3,38,2,35,1,0
Melrose Park,"24,863",74,0,14,17,43,317,66,198,53,2
Mendota,"7,020",11,0,3,3,5,60,9,48,3,0
Metropolis,"5,986",33,0,12,2,19,265,57,194,14,1
Midlothian,"14,433",21,1,1,11,8,295,55,199,41,1
Milan,"5,012",21,0,2,3,16,75,24,47,4,0
Milledgeville,945,1,0,1,0,0,6,1,5,0,0
Millstadt,"3,869",16,0,2,1,13,20,6,14,0,0
Minier,"1,188",1,0,0,0,1,9,4,4,1,0
Mokena,"20,573",16,0,3,3,10,306,30,244,32,0
Moline,"41,701",219,1,36,26,156,978,190,727,61,3
Momence,"3,089",1,0,0,0,1,48,4,41,3,0
Monee,"5,118",4,1,1,0,2,75,19,50,6,0
Monmouth,"8,944",23,0,7,0,16,175,43,124,8,2
Montgomery,"19,927",30,0,8,3,19,269,24,233,12,3
Monticello,"5,577",12,0,1,0,11,27,8,18,1,0
Morris,"15,083",17,1,5,3,8,284,22,256,6,1
Morrison,"4,026",19,0,3,1,15,64,16,43,5,3
Morrisonville,"1,003",1,0,0,0,1,2,0,2,0,0
Morton,"16,209",30,0,2,2,26,77,12,63,2,0
Morton Grove,"22,904",19,1,0,3,15,194,41,129,24,0
Mount Carmel,"6,988",8,0,0,3,5,127,16,110,1,0
Mount Morris,"2,786",1,0,0,0,1,23,2,20,1,0
Mount Olive,"1,941",3,0,1,0,2,29,5,24,0,0
Mount Prospect,"54,089",29,0,10,9,10,464,42,408,14,2
Mount Pulaski,"1,471",0,0,0,0,0,14,8,6,0,0
Mount Vernon,"14,802",214,3,18,17,176,731,102,608,21,8
Mount Zion,"5,799",11,0,6,0,5,60,9,47,4,0
Moweaqua,"1,715",0,0,0,0,0,1,0,0,1,0
Mundelein,"31,260",23,0,5,3,15,222,18,194,10,0
Murphysboro,"7,417",54,0,2,5,47,115,31,82,2,0
Neoga,"1,608",3,0,0,0,3,9,1,6,2,0
New Athens3,"1,885",2,0,1,0,1,10,4,5,1,
New Baden,"3,252",2,0,0,1,1,19,0,17,2,1
New Berlin,"1,324",0,0,0,0,0,5,2,2,1,0
New Lenox,"27,103",29,0,15,0,14,383,21,342,20,1
Newton,"2,855",15,0,4,0,11,19,4,13,2,0
Niles,"29,104",36,0,5,15,16,624,70,542,12,0
Nokomis,"2,110",9,0,2,0,7,33,9,22,2,0
Normal,"55,013",152,2,41,23,86,936,102,790,44,3
Norridge,"14,244",13,0,0,4,9,402,29,360,13,0
North Aurora,"18,317",26,0,3,2,21,257,36,216,5,1
Northbrook,"33,158",9,0,4,4,1,480,58,402,20,1
Northfield,"5,418",2,0,0,0,2,61,7,50,4,1
Northlake,"12,223",20,0,4,5,11,277,20,242,15,0
North Pekin,"1,526",1,0,0,0,1,13,0,13,0,0
North Riverside2,"6,466",37,0,0,6,31,,5,,10,0
North Utica,"1,345",0,0,0,0,0,0,0,0,0,0
Oak Brook,"8,096",6,0,3,1,2,468,15,433,20,0
Oakbrook Terrace,"2,120",11,0,3,4,4,109,9,96,4,0
Oak Forest,"27,336",51,2,9,15,25,283,57,186,40,0
Oak Lawn,"55,361",83,0,11,26,46,826,95,719,12,3
Oak Park,"52,311",156,0,13,95,48,"1,594",244,"1,280",70,3
Oakwood,"1,496",1,0,0,0,1,11,1,8,2,0
Oblong,"1,368",8,0,0,0,8,23,10,13,0,1
O'Fallon,"29,686",53,1,12,8,32,423,41,367,15,1
Okawville,"1,362",5,0,0,1,4,16,4,10,2,0
Olney,"8,800",35,0,10,0,25,205,47,155,3,1
Olympia Fields,"4,821",13,0,4,7,2,490,11,471,8,0
Onarga,"1,276",1,0,1,0,0,8,7,1,0,1
Orion,"1,790",1,0,0,0,1,9,1,8,0,0
Orland Hills,"7,066",1,0,0,0,1,25,0,23,2,0
Orland Park,"58,519",26,1,2,9,14,948,35,887,26,0
Oswego,"35,856",23,0,7,6,10,339,15,318,6,0
Ottawa,"18,047",27,2,0,0,25,273,28,240,5,2
Palatine,"67,984",42,0,13,9,20,308,31,266,11,2
Palestine,"1,272",3,0,0,0,3,22,9,13,0,0
Palos Heights,"12,639",5,0,1,1,3,102,6,84,12,0
Palos Hills,"17,158",19,0,3,1,15,113,19,81,13,0
Palos Park,"4,768",1,0,0,0,1,16,1,14,1,0
Paris,"8,288",68,0,5,4,59,155,83,60,12,5
Park City,"7,442",19,2,10,1,6,90,13,70,7,0
Park Forest,"21,358",85,1,16,29,39,323,70,210,43,3
Park Ridge,"37,206",11,1,2,4,4,295,36,245,14,0
Pawnee,"2,640",3,0,1,0,2,6,4,2,0,0
Paxton,"4,196",12,0,3,0,9,42,8,32,2,0
Pekin,"32,033",132,0,18,8,106,618,102,490,26,3
Peoria,"110,955","1,158",25,65,268,800,"4,160",758,"2,959",443,41
Peoria Heights,"5,742",30,0,11,2,17,65,25,22,18,0
Peotone,"4,135",0,0,0,0,0,41,8,20,13,0
Peru,"9,738",19,0,7,1,11,162,13,149,0,2
Petersburg,"2,214",1,0,0,0,1,21,1,17,3,0
Phoenix,"1,919",12,0,0,1,11,49,9,28,12,0
Pierron,548,0,0,0,0,0,0,0,0,0,0
Pinckneyville,"5,404",11,0,0,0,11,26,5,21,0,0
Pingree Grove,"9,765",6,0,5,0,1,52,5,46,1,0
Pittsfield,"4,228",5,1,1,0,3,44,4,38,2,3
Plainfield,"44,691",55,0,16,4,35,252,25,208,19,1
Plano3,"11,772",,0,,5,13,71,16,55,0,1
Pleasant Hill,924,1,1,0,0,0,1,0,1,0,1
Pleasant Plains,794,0,0,0,0,0,3,1,2,0,0
Polo,"2,180",5,0,2,0,3,16,2,12,2,0
Pontiac,"11,211",28,0,0,1,27,148,25,119,4,0
Pontoon Beach,"5,648",18,0,3,0,15,69,13,48,8,0
Posen,"5,834",17,0,2,9,6,71,15,38,18,0
Potomac,696,2,0,0,0,2,5,3,1,1,0
Princeton,"7,500",11,0,3,0,8,139,10,128,1,0
Prophetstown,"1,941",0,0,0,0,0,0,0,0,0,0
Prospect Heights,"15,982",17,1,4,1,11,79,16,60,3,1
Quincy,"39,954",243,3,54,12,174,"1,210",191,977,42,6
Rankin,516,0,0,0,0,0,0,0,0,0,0
Rantoul,"12,657",32,0,15,14,3,317,58,246,13,0
Raymond,941,0,0,0,0,0,0,0,0,0,0
Red Bud,"3,505",8,0,0,0,8,13,5,8,0,0
Richmond,"1,921",3,0,1,0,2,20,5,13,2,0
Richton Park,"13,375",60,0,13,21,26,295,35,227,33,0
Ridge Farm,817,0,0,0,0,0,7,2,5,0,0
Riverdale,"13,161",114,4,11,50,49,354,93,189,72,0
River Forest,"10,869",12,0,0,4,8,232,26,195,11,0
River Grove,"9,946",32,1,7,5,19,159,41,103,15,0
Riverside,"8,616",9,0,5,3,1,90,19,67,4,0
Riverton,"3,398",27,0,1,0,26,82,21,56,5,1
Riverwoods,"3,585",1,0,1,0,0,21,4,16,1,0
Robbins,"5,479",49,1,7,13,28,64,13,28,23,2
Rochelle,"9,048",22,1,11,3,7,109,20,84,5,1
Rochester,"3,714",4,0,1,2,1,23,1,22,0,0
Rockdale,"1,924",9,0,0,0,9,13,4,7,2,0
Rock Falls,"8,744",7,0,0,0,7,79,29,49,1,0
Rockford,"145,719","1,711",14,125,282,"1,290","4,848","1,001","3,458",389,70
Rock Island,"37,517",139,1,14,29,95,878,166,599,113,5
Rockton,"7,436",8,0,7,0,1,128,5,121,2,1
Rolling Meadows,"23,703",19,0,2,5,12,253,16,229,8,2
Romeoville,"39,616",78,1,16,18,43,402,38,335,29,2
Roscoe,"10,492",11,0,1,0,10,64,12,49,3,0
Roselle,"22,642",16,1,7,3,5,146,14,122,10,1
Rosemont,"4,094",36,0,16,6,14,504,11,488,5,0
Rossville,"1,223",1,0,0,0,1,14,6,6,2,0
Round Lake,"18,266",16,0,1,3,12,120,17,96,7,0
Round Lake Beach,"27,228",40,0,8,9,23,553,20,507,26,0
Round Lake Heights,"2,662",4,0,1,0,3,24,3,17,4,0
Roxana,"1,439",9,0,6,0,3,25,1,24,0,0
Royalton,"1,116",2,0,0,0,2,6,1,5,0,0
Ruma,307,1,0,0,0,1,2,0,2,0,0
Rushville,"2,867",5,0,0,0,5,71,14,57,0,0
Salem,"7,053",21,0,7,2,12,334,34,288,12,0
Sandoval,"1,207",7,0,3,1,3,34,12,18,4,25
Sandwich,"7,364",12,0,2,1,9,25,5,18,2,0
San Jose,602,0,0,0,0,0,1,0,0,1,0
Sauget,164,3,0,0,2,1,66,12,31,23,0
Sauk Village,"10,319",566,2,8,66,490,227,52,156,19,1
Savanna,"2,767",25,0,4,1,20,71,19,50,2,0
Schaumburg,"73,412",73,2,29,21,21,"1,561",100,"1,396",65,1
